1	181848	194746	310676
1	181848	194746	393685
1	181848	194746	556796
1	181848	310676	393685
1	181848	310676	556796
1	181848	393685	310676
1	181848	393685	332640
1	181848	393685	556796
1	181848	556796	310676
1	181848	556796	393685
1	181848	85506	310676
1	181848	85506	393685
1	181848	85506	556796
1	748615	862566	893884
1	748615	893884	862566
1	30957	357310	423174
1	30957	357310	430119
1	30957	357310	462435
1	30957	357310	472889
1	30957	357310	565424
1	30957	357310	581609
1	30957	357310	644135
1	30957	357310	858904
1	30957	423174	357310
1	30957	423174	430119
1	30957	423174	462435
1	30957	423174	472889
1	30957	423174	565424
1	30957	423174	581609
1	30957	423174	644135
1	30957	423174	858904
1	30957	430119	357310
1	30957	430119	423174
1	30957	430119	462435
1	30957	430119	472889
1	30957	430119	565424
1	30957	430119	581609
1	30957	430119	644135
1	30957	430119	858904
1	30957	462435	357310
1	30957	462435	423174
1	30957	462435	430119
1	30957	462435	472889
1	30957	462435	565424
1	30957	462435	581609
1	30957	462435	644135
1	30957	462435	858904
1	30957	472889	357310
1	30957	472889	423174
1	30957	472889	430119
1	30957	472889	462435
1	30957	472889	565424
1	30957	472889	581609
1	30957	472889	644135
1	30957	472889	858904
1	30957	565424	357310
1	30957	565424	423174
1	30957	565424	430119
1	30957	565424	462435
1	30957	565424	472889
1	30957	565424	581609
1	30957	565424	644135
1	30957	565424	858904
1	30957	581609	357310
1	30957	581609	423174
1	30957	581609	430119
1	30957	581609	462435
1	30957	581609	472889
1	30957	581609	565424
1	30957	581609	644135
1	30957	581609	858904
1	30957	644135	357310
1	30957	644135	423174
1	30957	644135	430119
1	30957	644135	462435
1	30957	644135	472889
1	30957	644135	565424
1	30957	644135	581609
1	30957	644135	858904
1	30957	858904	357310
1	30957	858904	423174
1	30957	858904	430119
1	30957	858904	462435
1	30957	858904	472889
1	30957	858904	565424
1	30957	858904	581609
1	30957	858904	644135
1	400675	42021	75364
1	400675	579432	42021
1	400675	579432	75364
1	400675	75364	42021
1	2	30957	357310
1	2	30957	423174
1	2	30957	430119
1	2	30957	462435
1	2	30957	472889
1	2	30957	565424
1	2	30957	581609
1	2	30957	644135
1	2	30957	858904
1	2	357310	30957
1	2	357310	423174
1	2	357310	430119
1	2	357310	462435
1	2	357310	472889
1	2	357310	565424
1	2	357310	581609
1	2	357310	644135
1	2	357310	858904
1	2	423174	30957
1	2	423174	357310
1	2	423174	430119
1	2	423174	462435
1	2	423174	472889
1	2	423174	565424
1	2	423174	581609
1	2	423174	644135
1	2	423174	858904
1	2	430119	30957
1	2	430119	357310
1	2	430119	423174
1	2	430119	462435
1	2	430119	472889
1	2	430119	565424
1	2	430119	581609
1	2	430119	644135
1	2	430119	858904
1	2	462435	30957
1	2	462435	357310
1	2	462435	423174
1	2	462435	430119
1	2	462435	472889
1	2	462435	565424
1	2	462435	581609
1	2	462435	644135
1	2	462435	858904
1	2	472889	30957
1	2	472889	357310
1	2	472889	423174
1	2	472889	430119
1	2	472889	462435
1	2	472889	565424
1	2	472889	581609
1	2	472889	644135
1	2	472889	858904
1	2	565424	30957
1	2	565424	357310
1	2	565424	423174
1	2	565424	430119
1	2	565424	462435
1	2	565424	472889
1	2	565424	581609
1	2	565424	644135
1	2	565424	858904
1	2	581609	30957
1	2	581609	357310
1	2	581609	423174
1	2	581609	430119
1	2	581609	462435
1	2	581609	472889
1	2	581609	565424
1	2	581609	644135
1	2	581609	858904
1	2	644135	30957
1	2	644135	357310
1	2	644135	423174
1	2	644135	430119
1	2	644135	462435
1	2	644135	472889
1	2	644135	565424
1	2	644135	581609
1	2	644135	858904
1	2	858904	30957
1	2	858904	357310
1	2	858904	423174
1	2	858904	430119
1	2	858904	462435
1	2	858904	472889
1	2	858904	565424
1	2	858904	581609
1	2	858904	644135
1	1	203402	276233
1	1	203402	552600
1	1	203402	569212
1	1	203402	748615
1	1	203402	862566
1	1	276233	203402
1	1	276233	552600
1	1	276233	569212
1	1	276233	748615
1	1	276233	862566
1	1	552600	203402
1	1	552600	276233
1	1	552600	569212
1	1	552600	748615
1	1	552600	862566
1	1	569212	203402
1	1	569212	276233
1	1	569212	552600
1	1	569212	748615
1	1	569212	862566
1	1	635575	203402
1	1	635575	276233
1	1	635575	552600
1	1	635575	569212
1	1	635575	748615
1	1	635575	862566
1	1	748615	203402
1	1	748615	276233
1	1	748615	552600
1	1	748615	569212
1	1	748615	862566
1	1	862566	203402
1	1	862566	276233
1	1	862566	552600
1	1	862566	569212
1	1	862566	748615
1	1	893884	203402
1	1	893884	276233
1	1	893884	552600
1	1	893884	569212
1	1	893884	748615
1	1	893884	862566
1	487767	514170	877041
1	487767	694921	514170
1	487767	694921	57818
1	487767	694921	7
1	487767	694921	877041
1	487767	7	514170
1	487767	7	57818
1	487767	7	694921
1	487767	7	747035
1	487767	7	75039
1	487767	7	86833
1	487767	7	877041
1	487767	877041	514170
1	487767	877041	75039
1	219773	300279	581741
1	219773	39733	581741
1	219773	579655	581741
